DAUID,TOPIC_THEME,TEXT_ID,TEXT_NAME_NOM,T_DATA_DONNEE,M_DATA_DONNEE,F_DATA_DONNEE
35061142,Language,7002,  French only,0,0,0
35061142,Language,8006,Official language minority (percentage),6.5,5.6,7.7
35061143,Language,7002,  French only,0,0,0
35061143,Language,8006,Official language minority (percentage),5.2,5.4,5.1
35061144,Language,7002,  French only,0,0,0
35061144,Language,8006,Official language minority (percentage),8.6,7.5,7.1
35061145,Language,7002,  French only,0,0,2.6
35061145,Language,8006,Official language minority (percentage),4.2,2.9,10.5
35061146,Language,7002,  French only,0,2.4,0
35061146,Language,8006,Official language minority (percentage),7.1,7.3,7.1
35061147,Language,7002,  French only,0,0,0
35061147,Language,8006,Official language minority (percentage),7.5,7.3,8.7
35061148,Language,7002,  French only,0,0,0
35061148,Language,8006,Official language minority (percentage),7.1,6.2,8
35061149,Language,7002,  French only,0,0,0
35061149,Language,8006,Official language minority (percentage),3.8,3.8,2.5
35061150,Language,7002,  French only,0,0,0
35061150,Language,8006,Official language minority (percentage),4,2.7,6.6
35061151,Language,7002,  French only,0.9,0,0
35061151,Language,8006,Official language minority (percentage),4.5,3.6,5.5
35061152,Language,7002,  French only,0,0,0
35061152,Language,8006,Official language minority (percentage),8.6,8.6,8.8
35061153,Language,7002,  French only,0,0,0
35061153,Language,8006,Official language minority (percentage),6.6,6.1,7.1
35061154,Language,7002,  French only,1,0,0
35061154,Language,8006,Official language minority (percentage),6.7,5.9,7.7
35061155,Language,7002,  French only,0,0,0
35061155,Language,8006,Official language minority (percentage),5.7,7,6.8
35061156,Language,7002,  French only,0,0,0
35061156,Language,8006,Official language minority (percentage),1.3,0,2.4
35061157,Language,7002,  French only,0,0,0
35061157,Language,8006,Official language minority (percentage),5.7,4.5,4.5
35061158,Language,7002,  French only,0,0,0
35061158,Language,8006,Official language minority (percentage),7.7,6.1,7.1
35061159,Language,7002,  French only,0,0,0
35061159,Language,8006,Official language minority (percentage),7.1,7.9,6.5
35061160,Language,7002,  French only,0,0,0
35061160,Language,8006,Official language minority (percentage),4.2,2.7,4.5
35061161,Language,7002,  French only,0,0,0
35061161,Language,8006,Official language minority (percentage),3.8,4.3,5
35061171,Language,7002,  French only,1.2,0,2.3
35061171,Language,8006,Official language minority (percentage),11.1,10.5,14
35061174,Language,7002,  French only,0,0,2.4
35061174,Language,8006,Official language minority (percentage),8.2,6.3,9.5
35061175,Language,7002,  French only,0,0,0
35061175,Language,8006,Official language minority (percentage),9.7,8.9,10.6
35061178,Language,7002,  French only,0,0,0
35061178,Language,8006,Official language minority (percentage),7,5.4,7
35061179,Language,7002,  French only,0,0,0
35061179,Language,8006,Official language minority (percentage),7.2,7,9.3
35061180,Language,7002,  French only,0,0,0
35061180,Language,8006,Official language minority (percentage),7.5,6.4,8.5
35061181,Language,7002,  French only,0,0,0
35061181,Language,8006,Official language minority (percentage),6.5,5.8,5.5
35061182,Language,7002,  French only,0,0,0
35061182,Language,8006,Official language minority (percentage),11.5,7.4,11.9
35061183,Language,7002,  French only,0,0,0
35061183,Language,8006,Official language minority (percentage),3.9,3.8,4
35061184,Language,7002,  French only,0,0,0
35061184,Language,8006,Official language minority (percentage),5.9,5.9,3.9
35061185,Language,7002,  French only,0,0,0
35061185,Language,8006,Official language minority (percentage),4.5,3.8,5.2
35061186,Language,7002,  French only,1,1.9,0
35061186,Language,8006,Official language minority (percentage),6.9,7.5,6.1
35061188,Language,7002,  French only,0,0,2.3
35061188,Language,8006,Official language minority (percentage),9.1,9.1,8.9
35061189,Language,7002,  French only,1.3,0,1.1
35061189,Language,8006,Official language minority (percentage),11.3,12.5,11.5
35061190,Language,7002,  French only,0.6,0,0.5
35061190,Language,8006,Official language minority (percentage),11.6,11.2,11.3
35061191,Language,7002,  French only,0.9,2.2,0
35061191,Language,8006,Official language minority (percentage),12.7,13,12.5
35061192,Language,7002,  French only,0.7,1.5,0
35061192,Language,8006,Official language minority (percentage),9,9.2,8.9
35061193,Language,7002,  French only,0,1.7,0
35061193,Language,8006,Official language minority (percentage),8.2,8.5,9.5
35061194,Language,7002,  French only,1.2,0,2.3
35061194,Language,8006,Official language minority (percentage),8.3,7.5,9.3
35061195,Language,7002,  French only,0,0,0
35061195,Language,8006,Official language minority (percentage),8.3,9.1,5.9
35061196,Language,7002,  French only,0,0,0
35061196,Language,8006,Official language minority (percentage),5.3,4,8.7
35061197,Language,7002,  French only,0.6,0,1.1
35061197,Language,8006,Official language minority (percentage),10.7,11.4,10.2
35061198,Language,7002,  French only,0,0,0
35061198,Language,8006,Official language minority (percentage),11.5,11.9,8.9
35061201,Language,7002,  French only,0.5,0,0
35061201,Language,8006,Official language minority (percentage),10.4,10.1,11.5
35061202,Language,7002,  French only,0,0,0
35061202,Language,8006,Official language minority (percentage),13.5,15.4,12
35061203,Language,7002,  French only,0.8,0,0
35061203,Language,8006,Official language minority (percentage),6.6,7,7.9
35061204,Language,7002,  French only,4.7,4,4.5
35061204,Language,8006,Official language minority (percentage),19.6,19.8,19.5
35061208,Language,7002,  French only,0,0,1.8
35061208,Language,8006,Official language minority (percentage),6.3,7.4,7.1
35061209,Language,7002,  French only,0,0,0
35061209,Language,8006,Official language minority (percentage),2.4,2.6,0
35061210,Language,7002,  French only,0,2.4,0
35061210,Language,8006,Official language minority (percentage),5.7,7.1,6.5
35061213,Language,7002,  French only,0,0,0
35061213,Language,8006,Official language minority (percentage),4.5,3.5,5.6
35061214,Language,7002,  French only,0.9,0,1.6
35061214,Language,8006,Official language minority (percentage),6.3,4.2,6.3
35061215,Language,7002,  French only,0,0,0
35061215,Language,8006,Official language minority (percentage),6.7,6.9,6.7
35061222,Language,7002,  French only,NA,NA,NA
35061222,Language,8006,Official language minority (percentage),NA,NA,NA
35061225,Language,7002,  French only,1.1,0,2.2
35061225,Language,8006,Official language minority (percentage),20,15.7,25
35061227,Language,7002,  French only,2.7,0,2.6
35061227,Language,8006,Official language minority (percentage),32.9,31.4,34.2
35061228,Language,7002,  French only,0,2,0
35061228,Language,8006,Official language minority (percentage),24.7,20.4,28.9
35061229,Language,7002,  French only,2.7,1.8,1.8
35061229,Language,8006,Official language minority (percentage),25.7,27.3,26.3
35061230,Language,7002,  French only,1.2,2.4,0
35061230,Language,8006,Official language minority (percentage),24.1,23.8,23.8
35061231,Language,7002,  French only,2.5,2.8,2.2
35061231,Language,8006,Official language minority (percentage),22.2,22.2,22.2
35061232,Language,7002,  French only,0,0,0
35061232,Language,8006,Official language minority (percentage),21.1,20.5,21.6
35061233,Language,7002,  French only,1.4,2.7,0
35061233,Language,8006,Official language minority (percentage),19.2,16.2,22.2
35061234,Language,7002,  French only,1.3,2.6,2.5
35061234,Language,8006,Official language minority (percentage),24.1,23.1,25
35061235,Language,7002,  French only,4.3,1.8,4.9
35061235,Language,8006,Official language minority (percentage),26.8,25,28
35061236,Language,7002,  French only,2.1,2.1,2.1
35061236,Language,8006,Official language minority (percentage),20.2,19.8,20.6
35061237,Language,7002,  French only,0,0,0
35061237,Language,8006,Official language minority (percentage),17,20,22.2
35061238,Language,7002,  French only,1.1,0,2.2
35061238,Language,8006,Official language minority (percentage),18.7,20,17
35061239,Language,7002,  French only,1,0,1.8
35061239,Language,8006,Official language minority (percentage),21.9,18.4,25
35061240,Language,7002,  French only,1.1,2.2,0
35061240,Language,8006,Official language minority (percentage),19.6,20.2,20
35061241,Language,7002,  French only,0,0,0
35061241,Language,8006,Official language minority (percentage),12.8,16,13.6
35061242,Language,7002,  French only,2.6,0,5
35061242,Language,8006,Official language minority (percentage),28.2,23.7,30
35061243,Language,7002,  French only,1.7,1.9,3.3
35061243,Language,8006,Official language minority (percentage),25.2,25.9,26.2
35061247,Language,7002,  French only,2,1.1,2.8
35061247,Language,8006,Official language minority (percentage),17.3,13.5,20.4
35061248,Language,7002,  French only,0.5,0,0
35061248,Language,8006,Official language minority (percentage),11.3,10.3,12.1
35061249,Language,7002,  French only,2.7,1.9,3.6
35061249,Language,8006,Official language minority (percentage),14.7,14.2,14.2
35061250,Language,7002,  French only,3.3,2.2,4.3
35061250,Language,8006,Official language minority (percentage),14,13.4,14.5
35061251,Language,7002,  French only,0,0,1.6
35061251,Language,8006,Official language minority (percentage),18.9,19.4,20
35061252,Language,7002,  French only,0,0,0
35061252,Language,8006,Official language minority (percentage),6.6,6.3,7.6
35061253,Language,7002,  French only,0,0,0
35061253,Language,8006,Official language minority (percentage),10.2,11.3,9.4
35061254,Language,7002,  French only,1,1.2,0.9
35061254,Language,8006,Official language minority (percentage),8.3,8.8,8
35061256,Language,7002,  French only,0.7,1.4,1.2
35061256,Language,8006,Official language minority (percentage),10.6,10.1,11.1
35061257,Language,7002,  French only,0.8,1,0.7
35061257,Language,8006,Official language minority (percentage),9.4,9.7,9.2
35061261,Language,7002,  French only,1.6,1.3,0.9
35061261,Language,8006,Official language minority (percentage),19.1,17.9,20
35061263,Language,7002,  French only,5,3.8,6.2
35061263,Language,8006,Official language minority (percentage),40.1,35,43.9
35061264,Language,7002,  French only,0.8,0,0.8
35061264,Language,8006,Official language minority (percentage),13.5,10.7,16
35061266,Language,7002,  French only,1.5,1.5,1.4
35061266,Language,8006,Official language minority (percentage),27.1,28.5,26.1
35061267,Language,7002,  French only,1,2.2,0
35061267,Language,8006,Official language minority (percentage),7,6.5,9.3
35061268,Language,7002,  French only,0.4,0,0
35061268,Language,8006,Official language minority (percentage),8.3,8.3,8.3
35061269,Language,7002,  French only,0.4,0.9,0
35061269,Language,8006,Official language minority (percentage),7.5,8.4,5.9
35061270,Language,7002,  French only,0,0,0
35061270,Language,8006,Official language minority (percentage),7.7,6.5,8.8
35061271,Language,7002,  French only,0.5,0,0.9
35061271,Language,8006,Official language minority (percentage),4.7,4.8,5.5
35061272,Language,7002,  French only,0,0,0
35061272,Language,8006,Official language minority (percentage),7.2,6.1,8.9
35061273,Language,7002,  French only,1.7,1.7,0.8
35061273,Language,8006,Official language minority (percentage),29.6,27.8,31.2
35061279,Language,7002,  French only,0.3,0.8,0.6
35061279,Language,8006,Official language minority (percentage),9.1,7.5,10.4
35061280,Language,7002,  French only,0,0,1.2
35061280,Language,8006,Official language minority (percentage),5.5,6,4.9
35061281,Language,7002,  French only,0,0,0.7
35061281,Language,8006,Official language minority (percentage),9.5,9.4,10.3
35061282,Language,7002,  French only,4.6,4,4.6
35061282,Language,8006,Official language minority (percentage),19.5,19.1,20.7
35061284,Language,7002,  French only,3.3,2.7,4.8
35061284,Language,8006,Official language minority (percentage),15,12.4,17.3
35061285,Language,7002,  French only,0,0,0
35061285,Language,8006,Official language minority (percentage),10.7,10.9,10.8
35061286,Language,7002,  French only,3.1,2.7,3.4
35061286,Language,8006,Official language minority (percentage),34.5,31.8,37.1
35061287,Language,7002,  French only,0.5,0.9,0
35061287,Language,8006,Official language minority (percentage),6.7,6.5,6.9
35061288,Language,7002,  French only,0,0,0
35061288,Language,8006,Official language minority (percentage),4.8,3.8,5.9
35061289,Language,7002,  French only,5,3.6,6.3
35061289,Language,8006,Official language minority (percentage),22.3,22.8,23.4
35061290,Language,7002,  French only,0,0,0
35061290,Language,8006,Official language minority (percentage),4.2,6.4,4.2
35061291,Language,7002,  French only,0,0,0
35061291,Language,8006,Official language minority (percentage),9.7,10,9.4
35061292,Language,7002,  French only,0.9,0,0
35061292,Language,8006,Official language minority (percentage),16.2,14.6,17.2
35061293,Language,7002,  French only,1.8,0,1.7
35061293,Language,8006,Official language minority (percentage),25.4,20,27.6
35061294,Language,7002,  French only,0,0,0
35061294,Language,8006,Official language minority (percentage),8.6,7.7,7.4
35061295,Language,7002,  French only,2.4,2.4,2.3
35061295,Language,8006,Official language minority (percentage),17.6,16.7,16.7
35061296,Language,7002,  French only,1.2,1.3,1.2
35061296,Language,8006,Official language minority (percentage),33.3,32.5,33.3
35061297,Language,7002,  French only,4.4,4.9,4.1
35061297,Language,8006,Official language minority (percentage),34.4,34.1,34.7
35061298,Language,7002,  French only,0.6,0,1.2
35061298,Language,8006,Official language minority (percentage),27.7,25.7,28
35061299,Language,7002,  French only,2.1,1.2,2.9
35061299,Language,8006,Official language minority (percentage),36.2,34.1,37.9
35061300,Language,7002,  French only,0,0,0
35061300,Language,8006,Official language minority (percentage),10.9,5.9,13.3
35061301,Language,7002,  French only,1.8,0,4.1
35061301,Language,8006,Official language minority (percentage),9,8.1,10.2
35061302,Language,7002,  French only,0,0,4
35061302,Language,8006,Official language minority (percentage),7.5,6.9,8
35061303,Language,7002,  French only,1.2,1.4,1.1
35061303,Language,8006,Official language minority (percentage),9.9,10,9.8
35061304,Language,7002,  French only,0,0,0
35061304,Language,8006,Official language minority (percentage),5.6,6.2,5
35061305,Language,7002,  French only,0,0,0
35061305,Language,8006,Official language minority (percentage),9.6,8.1,10.8
35061306,Language,7002,  French only,0,0,0
35061306,Language,8006,Official language minority (percentage),9.8,6.7,6.5
35061307,Language,7002,  French only,2,2.3,1.8
35061307,Language,8006,Official language minority (percentage),32.7,29.5,35.7
35061308,Language,7002,  French only,2.4,0.9,3.6
35061308,Language,8006,Official language minority (percentage),30.2,28.1,32.1
35061309,Language,7002,  French only,2.3,2.3,2.3
35061309,Language,8006,Official language minority (percentage),41.4,44.2,37.2
35061310,Language,7002,  French only,3.4,2.9,3.9
35061310,Language,8006,Official language minority (percentage),33.3,32.9,35.5
35061311,Language,7002,  French only,2.6,2.6,2.7
35061311,Language,8006,Official language minority (percentage),32.6,31,34.5
35061312,Language,7002,  French only,3.6,1.8,3.5
35061312,Language,8006,Official language minority (percentage),32.7,31.5,34.5
35061313,Language,7002,  French only,2.3,2.3,2.3
35061313,Language,8006,Official language minority (percentage),37.2,39.5,31.8
35061314,Language,7002,  French only,3.2,1.6,4.8
35061314,Language,8006,Official language minority (percentage),32.8,32.3,33.3
35061315,Language,7002,  French only,1.3,1.3,1.3
35061315,Language,8006,Official language minority (percentage),15.1,13.2,15.8
35061316,Language,7002,  French only,0,0,0
35061316,Language,8006,Official language minority (percentage),16.4,17.1,15.4
35061317,Language,7002,  French only,0,0,0
35061317,Language,8006,Official language minority (percentage),10.8,10.2,8.9
35061318,Language,7002,  French only,2.5,0,0
35061318,Language,8006,Official language minority (percentage),22.5,20,23.8
35061319,Language,7002,  French only,2.9,3,4.1
35061319,Language,8006,Official language minority (percentage),15.9,13.8,16.4
35061320,Language,7002,  French only,3.8,4.6,4.5
35061320,Language,8006,Official language minority (percentage),18,15.2,20.9
35061321,Language,7002,  French only,1.7,3.7,3.2
35061321,Language,8006,Official language minority (percentage),20.7,18.5,23.3
35061322,Language,7002,  French only,3.7,3.4,4
35061322,Language,8006,Official language minority (percentage),19.7,17.6,21.9
35061323,Language,7002,  French only,0.7,1.4,1.5
35061323,Language,8006,Official language minority (percentage),7.1,5.6,8.8
35061325,Language,7002,  French only,3.2,3.2,2.5
35061325,Language,8006,Official language minority (percentage),37.8,37.3,38
35061326,Language,7002,  French only,2.2,0,2.2
35061326,Language,8006,Official language minority (percentage),39.1,37.8,39.1
35061327,Language,7002,  French only,3.7,2.5,5
35061327,Language,8006,Official language minority (percentage),36.3,32.5,40
35061328,Language,7002,  French only,2.8,1.8,3.7
35061328,Language,8006,Official language minority (percentage),39.4,38.9,40.7
35061329,Language,7002,  French only,3.9,4.1,3.8
35061329,Language,8006,Official language minority (percentage),38.2,34.7,44.2
35061331,Language,7002,  French only,1.3,2.7,0
35061331,Language,8006,Official language minority (percentage),36.4,37.8,34.1
35061332,Language,7002,  French only,3.2,4.3,4.2
35061332,Language,8006,Official language minority (percentage),30.9,32.6,29.2
35061333,Language,7002,  French only,3.4,2.9,3.9
35061333,Language,8006,Official language minority (percentage),48.3,49.3,49.4
35061334,Language,7002,  French only,3.2,0,3.1
35061334,Language,8006,Official language minority (percentage),33.3,32.3,34.4
35061335,Language,7002,  French only,2.5,0,4.9
35061335,Language,8006,Official language minority (percentage),41.8,42.1,42.9
35061336,Language,7002,  French only,6.8,8.2,5.7
35061336,Language,8006,Official language minority (percentage),36.6,32.3,40
35061337,Language,7002,  French only,5,3.2,6.6
35061337,Language,8006,Official language minority (percentage),27.1,22.3,31.1
35061338,Language,7002,  French only,1.7,1.7,3.2
35061338,Language,8006,Official language minority (percentage),28.3,24.1,30.6
35061339,Language,7002,  French only,4.5,0,9.1
35061339,Language,8006,Official language minority (percentage),27.3,27.3,30
35061340,Language,7002,  French only,7.1,6,8
35061340,Language,8006,Official language minority (percentage),34.8,34.1,35.4
35061341,Language,7002,  French only,4.3,2,4.5
35061341,Language,8006,Official language minority (percentage),37.1,36,38.5
35061342,Language,7002,  French only,NA,NA,NA
35061342,Language,8006,Official language minority (percentage),NA,NA,NA
35061343,Language,7002,  French only,0,0,1.9
35061343,Language,8006,Official language minority (percentage),18.1,21.4,17.3
35061344,Language,7002,  French only,2.3,0,3.4
35061344,Language,8006,Official language minority (percentage),18.2,12.5,17.9
35061345,Language,7002,  French only,1.7,0,3.2
35061345,Language,8006,Official language minority (percentage),20.7,23.1,22.6
35061346,Language,7002,  French only,2,2,0
35061346,Language,8006,Official language minority (percentage),19.2,16.3,21.6
35061347,Language,7002,  French only,7.7,4.8,6.7
35061347,Language,8006,Official language minority (percentage),23.5,22.7,23.3
35061348,Language,7002,  French only,1.4,2.8,0
35061348,Language,8006,Official language minority (percentage),29.6,33.3,28.6
35061349,Language,7002,  French only,1.4,0,0
35061349,Language,8006,Official language minority (percentage),30,22.9,33.3
35061350,Language,7002,  French only,3.6,3.6,5.2
35061350,Language,8006,Official language minority (percentage),22.1,24.1,19
35061351,Language,7002,  French only,4,5.2,3
35061351,Language,8006,Official language minority (percentage),30.6,29.3,31.8
35061352,Language,7002,  French only,3.6,2.4,7.1
35061352,Language,8006,Official language minority (percentage),39.8,34.1,42.9
35061354,Language,7002,  French only,3.5,2.4,4.7
35061354,Language,8006,Official language minority (percentage),28.2,30.2,23.3
35061355,Language,7002,  French only,1.4,0,0
35061355,Language,8006,Official language minority (percentage),30.4,27.8,32.4
35061356,Language,7002,  French only,1,2.2,3.7
35061356,Language,8006,Official language minority (percentage),31.7,27.7,35.2
35061357,Language,7002,  French only,5.7,5.1,8.1
35061357,Language,8006,Official language minority (percentage),32.8,31.7,35.5
35061358,Language,7002,  French only,3,2.5,3.6
35061358,Language,8006,Official language minority (percentage),26.8,25.9,28.6
35061361,Language,7002,  French only,4.1,6.1,5
35061361,Language,8006,Official language minority (percentage),20.8,21.9,20
35061362,Language,7002,  French only,4,2.9,5.1
35061362,Language,8006,Official language minority (percentage),17.3,16.3,18.5
35061363,Language,7002,  French only,2,0,4.3
35061363,Language,8006,Official language minority (percentage),18.8,16,21.7
35061364,Language,7002,  French only,3.9,2.6,2.5
35061364,Language,8006,Official language minority (percentage),18.2,21.1,17.5
35061365,Language,7002,  French only,2.9,2.8,5.9
35061365,Language,8006,Official language minority (percentage),27.1,30.6,23.5
35061366,Language,7002,  French only,7.5,6.2,7.2
35061366,Language,8006,Official language minority (percentage),34.9,34.4,36.6
35061367,Language,7002,  French only,1,0,1.9
35061367,Language,8006,Official language minority (percentage),8.7,7.8,7.7
35061368,Language,7002,  French only,0,0,0
35061368,Language,8006,Official language minority (percentage),5.4,2.7,8.3
35061369,Language,7002,  French only,0,0,0
35061369,Language,8006,Official language minority (percentage),5.4,6.5,5.9
35061370,Language,7002,  French only,0,0,0
35061370,Language,8006,Official language minority (percentage),9.3,8.6,7.7
35061371,Language,7002,  French only,0.4,0,0.8
35061371,Language,8006,Official language minority (percentage),8.3,7.4,9.1
35061372,Language,7002,  French only,0,0,0
35061372,Language,8006,Official language minority (percentage),7.5,7,7.9
35061373,Language,7002,  French only,0,0,0
35061373,Language,8006,Official language minority (percentage),3.4,2.2,2.3
35061374,Language,7002,  French only,0.8,1.5,0
35061374,Language,8006,Official language minority (percentage),8.3,9.2,7.1
35061375,Language,7002,  French only,0,0,0
35061375,Language,8006,Official language minority (percentage),10.3,9.7,13
35061376,Language,7002,  French only,0,0,0
35061376,Language,8006,Official language minority (percentage),7.5,7.4,7.4
35061377,Language,7002,  French only,1.1,0,0
35061377,Language,8006,Official language minority (percentage),7.4,8.2,6.7
35061378,Language,7002,  French only,0.6,1.1,0
35061378,Language,8006,Official language minority (percentage),8.4,6.8,11.1
35061379,Language,7002,  French only,0,0,0.9
35061379,Language,8006,Official language minority (percentage),6.2,5.8,6.6
35061380,Language,7002,  French only,0,0,0
35061380,Language,8006,Official language minority (percentage),4.4,4.7,4.3
35061381,Language,7002,  French only,0,0,0
35061381,Language,8006,Official language minority (percentage),5.8,5.4,6.1
35061382,Language,7002,  French only,0,0,0
35061382,Language,8006,Official language minority (percentage),6.8,5.9,7.9
35061383,Language,7002,  French only,0,0,0
35061383,Language,8006,Official language minority (percentage),7.9,7.7,6.3
35061384,Language,7002,  French only,0,0,0
35061384,Language,8006,Official language minority (percentage),6.7,6.1,7.1
35061385,Language,7002,  French only,1,0,1.9
35061385,Language,8006,Official language minority (percentage),11.8,6,15.1
35061386,Language,7002,  French only,0,0,0
35061386,Language,8006,Official language minority (percentage),6.9,8.6,6.7
35061387,Language,7002,  French only,1.2,1.3,1.2
35061387,Language,8006,Official language minority (percentage),9.4,9.1,9.9
35061388,Language,7002,  French only,1.2,1.2,1.5
35061388,Language,8006,Official language minority (percentage),7.6,7.2,7.9
35061389,Language,7002,  French only,1.8,1.5,1.3
35061389,Language,8006,Official language minority (percentage),11.6,10.3,12.8
35061390,Language,7002,  French only,0,0,0
35061390,Language,8006,Official language minority (percentage),13.8,11.5,15.2
35061391,Language,7002,  French only,NA,NA,NA
35061391,Language,8006,Official language minority (percentage),NA,NA,NA
35061392,Language,7002,  French only,0.5,0.5,0
35061392,Language,8006,Official language minority (percentage),7.7,7.3,7.5
35061393,Language,7002,  French only,0,0,0
35061393,Language,8006,Official language minority (percentage),6.2,6.1,9.1
35061394,Language,7002,  French only,0.9,1.9,1.9
35061394,Language,8006,Official language minority (percentage),11.4,9.8,14.8
35061395,Language,7002,  French only,1,0,0
35061395,Language,8006,Official language minority (percentage),6.1,6.4,7.8
35061396,Language,7002,  French only,1.2,0,2.3
35061396,Language,8006,Official language minority (percentage),9.3,9.5,9.3
35061397,Language,7002,  French only,0.8,0.8,1.7
35061397,Language,8006,Official language minority (percentage),8.6,7.9,9.3
35061398,Language,7002,  French only,0,0,0
35061398,Language,8006,Official language minority (percentage),7.6,5.6,9.3
35061399,Language,7002,  French only,0,0,0
35061399,Language,8006,Official language minority (percentage),8,4,11.5
35061400,Language,7002,  French only,0,0,0
35061400,Language,8006,Official language minority (percentage),8.4,8,10.5
35061401,Language,7002,  French only,1,0,2.1
35061401,Language,8006,Official language minority (percentage),9.2,10,8.2
35061402,Language,7002,  French only,1.3,1,1.5
35061402,Language,8006,Official language minority (percentage),13.9,13,13.7
35061403,Language,7002,  French only,1.3,1.4,1.2
35061403,Language,8006,Official language minority (percentage),9.3,5.6,12.3
35061404,Language,7002,  French only,0.7,0,1.4
35061404,Language,8006,Official language minority (percentage),10.8,10.8,10.8
35061406,Language,7002,  French only,0.6,1.2,0
35061406,Language,8006,Official language minority (percentage),8.9,8.6,10.4
35061410,Language,7002,  French only,0.8,0,0
35061410,Language,8006,Official language minority (percentage),6.2,6.3,7.6
35061411,Language,7002,  French only,0,0,0.7
35061411,Language,8006,Official language minority (percentage),9.7,7.3,10.9
35061412,Language,7002,  French only,0,0,0
35061412,Language,8006,Official language minority (percentage),9.3,8,8.6
35061413,Language,7002,  French only,0,0,0
35061413,Language,8006,Official language minority (percentage),5.6,7,4.3
35061414,Language,7002,  French only,0.7,1.5,1.5
35061414,Language,8006,Official language minority (percentage),9.8,9.2,10.3
35061415,Language,7002,  French only,0.8,0,1.5
35061415,Language,8006,Official language minority (percentage),7.4,5.5,7.6
35061416,Language,7002,  French only,1,0,0
35061416,Language,8006,Official language minority (percentage),8.6,8,9.1
35061417,Language,7002,  French only,0,0,0
35061417,Language,8006,Official language minority (percentage),8.3,8.5,8.3
35061418,Language,7002,  French only,0,0,0
35061418,Language,8006,Official language minority (percentage),9.7,8.1,9.8
35061419,Language,7002,  French only,0,1.9,0
35061419,Language,8006,Official language minority (percentage),13.4,15.1,11.9
35061420,Language,7002,  French only,1.1,0,2.1
35061420,Language,8006,Official language minority (percentage),7.8,7,10.6
35061421,Language,7002,  French only,0,0,0
35061421,Language,8006,Official language minority (percentage),5.9,6.3,5.8
35061422,Language,7002,  French only,0.9,1.6,1.8
35061422,Language,8006,Official language minority (percentage),7.8,8.3,7.1
35061423,Language,7002,  French only,0,0,0
35061423,Language,8006,Official language minority (percentage),8,6,9.8
35061424,Language,7002,  French only,0,0,0
35061424,Language,8006,Official language minority (percentage),6.5,3.9,8.8
35061426,Language,7002,  French only,0,0,0
35061426,Language,8006,Official language minority (percentage),6.7,5,6.7
35061427,Language,7002,  French only,0,0,0
35061427,Language,8006,Official language minority (percentage),7.8,8,9.4
35061428,Language,7002,  French only,1.4,0,0
35061428,Language,8006,Official language minority (percentage),8.1,10.8,8.1
35061432,Language,7002,  French only,0.2,0.4,0.4
35061432,Language,8006,Official language minority (percentage),10.3,10.3,9.9
35061442,Language,7002,  French only,0.9,0,0
35061442,Language,8006,Official language minority (percentage),9.9,8.5,13.5
35061443,Language,7002,  French only,0.5,0,0.9
35061443,Language,8006,Official language minority (percentage),8.8,8.1,8.4
35061444,Language,7002,  French only,0.3,0,0.7
35061444,Language,8006,Official language minority (percentage),14.9,13.2,15.9
35061445,Language,7002,  French only,0,0,0
35061445,Language,8006,Official language minority (percentage),15.3,13.9,16.7
35061446,Language,7002,  French only,0.4,0,0
35061446,Language,8006,Official language minority (percentage),11.4,10.1,12
35061447,Language,7002,  French only,0.3,0,0.5
35061447,Language,8006,Official language minority (percentage),11.6,10.3,12.2
35061448,Language,7002,  French only,0.5,0,0
35061448,Language,8006,Official language minority (percentage),12.4,11.4,13.5
35061449,Language,7002,  French only,0,0,0
35061449,Language,8006,Official language minority (percentage),8.8,6.1,11.1
35061450,Language,7002,  French only,1.6,1.6,1.6
35061450,Language,8006,Official language minority (percentage),9.8,9.7,11.5
35061451,Language,7002,  French only,0,0,0
35061451,Language,8006,Official language minority (percentage),15.1,14.3,13.6
35061452,Language,7002,  French only,0,2.7,0
35061452,Language,8006,Official language minority (percentage),15.5,18.9,14.7
35061453,Language,7002,  French only,0,0,0
35061453,Language,8006,Official language minority (percentage),8.8,8.1,9.6
35061454,Language,7002,  French only,0,0,1.3
35061454,Language,8006,Official language minority (percentage),12,11.5,13.8
35061455,Language,7002,  French only,0,0,0
35061455,Language,8006,Official language minority (percentage),5.7,7,4.5
35061456,Language,7002,  French only,0,0,0
35061456,Language,8006,Official language minority (percentage),9.3,9.5,8.9
35061457,Language,7002,  French only,0,0,0
35061457,Language,8006,Official language minority (percentage),8.1,10,6.5
35061458,Language,7002,  French only,0,0,0
35061458,Language,8006,Official language minority (percentage),9.8,10,9.7
35061459,Language,7002,  French only,0,0,0
35061459,Language,8006,Official language minority (percentage),7.6,7.9,7.2
35061460,Language,7002,  French only,1,1.9,0
35061460,Language,8006,Official language minority (percentage),10,9.6,10.4
35061461,Language,7002,  French only,1.1,0,2.2
35061461,Language,8006,Official language minority (percentage),11,13,8.9
35061462,Language,7002,  French only,0,0,0
35061462,Language,8006,Official language minority (percentage),10.6,10.8,11.9
35061463,Language,7002,  French only,0,0,0
35061463,Language,8006,Official language minority (percentage),5.3,4.9,5.7
35061464,Language,7002,  French only,0,0,0
35061464,Language,8006,Official language minority (percentage),4,5.3,2.7
35061465,Language,7002,  French only,0,0,0
35061465,Language,8006,Official language minority (percentage),6.1,5.6,6.7
35061466,Language,7002,  French only,0,0,0
35061466,Language,8006,Official language minority (percentage),4.3,4.5,2
