ONS_ID,Name,dist_all,time_all,dist_fr,time_fr,diff_d,diff_t
31,Cityview - Crestview - Meadowlands,1.1908705842922578,1.8887468811678396,1.9790732819625731,2.671725900298789,0.7882026976703154,0.7829790191309496
11,Braemar Park - Bel Air Heights - Copeland Park,1.3640928602844158,1.8669158969848019,1.6478039435505145,2.1648650312142794,0.28371108326609873,0.29794913422947755
929,Katimavik - Hazeldean,1.1939719548936902,1.864395856646868,2.0056890837497106,2.8153596836636776,0.8117171288560203,0.9509638270168097
23,Centrepointe,1.1284379848171153,1.8584596273291927,1.8730806515198672,2.811825915551405,0.7446426667027519,0.9533662882222125
903,Billings Bridge - Alta Vista,1.201214081664338,1.8331408166433785,1.2330210170549791,1.8658576014442099,0.03180693539064117,0.0327167848008314
3,Beacon Hill South - Cardinal Heights,1.2700427927312474,1.8316113312383295,1.5783783587477775,2.1873753135645484,0.3083355660165301,0.35576398232621886
82,Old Ottawa East,1.0709792513368983,1.7643761140819965,1.419757059332813,2.3969353442286523,0.34877780799591473,0.6325592301466558
907,Brookside - Briarbrook - Morgan's Grant,1.1497786708463948,1.7467187042842216,1.3973043041207576,2.0132990346152377,0.24752563327436272,0.26658033033101614
97,South Keys - Greenboro West,1.1752333406933098,1.724538897475528,1.46717581028698,2.157391988881288,0.2919424695936703,0.43285309140576
6,Bells Corners East,1.0611149005278115,1.7114596021112465,4.006132217573222,4.676214968027157,2.9450173170454104,2.9647553659159103
940,Overbrook - McArthur,1.0353230974907446,1.7042030028794737,1.0743014299529043,1.7688228655154368,0.03897833246215976,0.06461986263596309
958,Westboro,1.1404765595922,1.6884613102462442,1.833425140471986,2.623299390714706,0.692948580879786,0.934838080468462
55,Island Park - Wellington Village,1.0684972227199427,1.6831177208385593,1.70502414552908,2.577269109232214,0.6365269228091373,0.8941513883936549
18,Carlington,1.1199457252736416,1.6730549255497487,1.6057555731523012,2.252423619124873,0.48580984787865966,0.5793686935751243
953,Vanier North,0.9028733841754051,1.603598347632666,0.9672580854793935,1.723829821521415,0.06438470130398843,0.12023147388874889
38,Emerald Woods - Sawmill Creek,0.9161302138548711,1.4729190276000732,1.0342747518319557,1.5901081981414746,0.11814453797708457,0.11718917054140143
931,Laurentian,0.9727425941249482,1.4573231278444352,1.2960246811195746,1.8933129009480025,0.32328208699462635,0.43598977310356735
16,Carleton Heights - Rideauview,0.8236554074992253,1.28852133044107,0.5651087537297899,0.8324004232877663,-0.2585466537694354,-0.4561209071533038
949,Sandy Hill,0.6986684185606061,1.2798487478956229,0.9241130418686053,1.5927296771225994,0.2254446233079992,0.3128809292269765
957,West Centretown,0.7162193027888446,1.260473107569721,0.8545600570138476,1.547036840517286,0.13834075422500303,0.286563732947565
934,Lowertown,0.6766707077019216,1.2539452168931937,0.7028963114861433,1.2969660114080988,0.026225603784221674,0.043020794514905036
908,Byward Market,0.6288525262631316,1.1856750597520984,0.7182730250077322,1.4050326035729541,0.08942049874460056,0.2193575438208557
47,Hintonburg - Mechanicsville,0.6765393739373937,1.1046001266793346,1.3205537678348802,2.0583187883825094,0.6440143938974865,0.9537186617031748
24,Centretown,0.632594780305934,1.05853130771107,0.7856445689368318,1.3175075365903326,0.1530497886308978,0.2589762288792625
954,Vanier South,0.5329625239569512,0.9340901272789818,0.5748291379386175,0.9973040520670828,0.041866613981666245,0.06321392478810106
77,Orléans Industrial,0.156,0.15,0.156,0.15,0,0
NA,NA,NA,NA,NA,NA,NA,NA
